id,user_email,family_size,house_type,resident_name,house_no,apartment_name,flat_no,street,landmark,ward_number,local_body,district,pincode,milk_packets,deliveries,oil_type,bottles,segregation,hks_frequency,receipt
2167,user154@gmail.com,6+,Small house,Resident_154,150/16,,,Main Road,Near School,Ward 2,Municipality,Alappuzha,687320,6,20,Loose / refill,7+,Never,Rarely,No
2168,user155@gmail.com,4-5,Small house,Resident_155,352/15,,,Main Road,Near School,Ward 1,Municipality,Thiruvananthapuram,678268,2,17,Plastic bottle,None,Never,Every 2-3 months,Yes
2169,user156@gmail.com,6+,Apartment,Resident_156,268/1,,,Main Road,Near School,Ward 2,Municipality,Ernakulam,683809,3,20,Loose / refill,4-7,Never,Every month,No
2170,user157@gmail.com,4-5,Apartment,Resident_157,258/1,,,Main Road,Near School,Ward 15,Municipality,Kollam,689376,3,8,Plastic packet,7+,Sometimes,Every month,No
2171,user158@gmail.com,4-5,Large house,Resident_158,332/2,,,Main Road,Near School,Ward 23,Municipality,Kottayam,687091,2,7,Plastic bottle,1-3,Sometimes,Never,No
2172,user159@gmail.com,4-5,Apartment,Resident_159,258/11,,,Main Road,Near School,Ward 23,Municipality,Pathanamthitta,683268,4,4,Plastic bottle,4-7,Always,Every 2-3 months,No
2173,user160@gmail.com,2-3,Large house,Resident_160,208/15,,,Main Road,Near School,Ward 22,Municipality,Malappuram,672959,1,5,Plastic bottle,4-7,Never,Never,Yes
2174,user161@gmail.com,4-5,Large house,Resident_161,197/4,,,Main Road,Near School,Ward 2,Municipality,Ernakulam,684937,3,19,Loose / refill,1-3,Always,Never,Yes
2175,user162@gmail.com,4-5,Large house,Resident_162,388/4,,,Main Road,Near School,Ward 10,Municipality,Kannur,682213,3,6,Loose / refill,4-7,Sometimes,Rarely,Yes
2176,user163@gmail.com,2-3,Large house,Resident_163,420/6,,,Main Road,Near School,Ward 23,Municipality,Ernakulam,688822,3,5,Plastic bottle,7+,Sometimes,Never,No
2177,user164@gmail.com,4-5,Small house,Resident_164,274/9,,,Main Road,Near School,Ward 15,Municipality,Kannur,689769,3,4,Loose / refill,7+,Always,Rarely,Yes
2178,user165@gmail.com,6+,Small house,Resident_165,438/4,,,Main Road,Near School,Ward 16,Municipality,Alappuzha,673285,6,16,Plastic packet,1-3,Sometimes,Every month,Yes
2179,user166@gmail.com,1,Large house,Resident_166,430/18,,,Main Road,Near School,Ward 15,Municipality,Alappuzha,671311,0,2,Plastic bottle,7+,Never,Every month,Yes
2180,user167@gmail.com,6+,Large house,Resident_167,326/4,,,Main Road,Near School,Ward 4,Municipality,Alappuzha,682207,6,3,Loose / refill,4-7,Never,Every month,No
2181,user168@gmail.com,4-5,Large house,Resident_168,5/19,,,Main Road,Near School,Ward 6,Municipality,Ernakulam,672673,3,15,Loose / refill,1-3,Sometimes,Every month,No
2182,user169@gmail.com,2-3,Large house,Resident_169,236/6,,,Main Road,Near School,Ward 3,Municipality,Kottayam,685544,3,7,Plastic bottle,7+,Sometimes,Rarely,No
2183,user170@gmail.com,6+,Apartment,Resident_170,450/18,,,Main Road,Near School,Ward 7,Municipality,Wayanad,673824,4,9,Plastic packet,None,Never,Never,No
2184,user171@gmail.com,2-3,Large house,Resident_171,364/11,,,Main Road,Near School,Ward 10,Municipality,Thiruvananthapuram,670697,2,19,Loose / refill,7+,Always,Never,Yes
2185,user172@gmail.com,6+,Large house,Resident_172,381/13,,,Main Road,Near School,Ward 18,Municipality,Kasaragod,672208,5,12,Plastic bottle,4-7,Never,Never,No
2186,user173@gmail.com,2-3,Small house,Resident_173,431/11,,,Main Road,Near School,Ward 6,Municipality,Alappuzha,681689,1,20,Plastic packet,7+,Always,Every month,Yes
2187,user174@gmail.com,6+,Apartment,Resident_174,452/8,,,Main Road,Near School,Ward 2,Municipality,Kozhikode,676415,4,4,Loose / refill,7+,Always,Rarely,No
2188,user175@gmail.com,2-3,Small house,Resident_175,81/2,,,Main Road,Near School,Ward 22,Municipality,Alappuzha,674790,2,9,Loose / refill,4-7,Sometimes,Rarely,No
2189,user176@gmail.com,2-3,Apartment,Resident_176,388/18,,,Main Road,Near School,Ward 5,Municipality,Pathanamthitta,682683,1,16,Plastic packet,1-3,Always,Never,Yes
2190,user177@gmail.com,1,Small house,Resident_177,294/6,,,Main Road,Near School,Ward 22,Municipality,Kasaragod,672606,1,18,Loose / refill,4-7,Always,Never,No
2191,user178@gmail.com,4-5,Small house,Resident_178,115/1,,,Main Road,Near School,Ward 25,Municipality,Idukki,688886,3,13,Plastic packet,7+,Never,Every month,No
2192,user179@gmail.com,2-3,Large house,Resident_179,353/3,,,Main Road,Near School,Ward 18,Municipality,Kasaragod,676507,2,8,Plastic bottle,1-3,Always,Rarely,Yes
2193,user180@gmail.com,6+,Large house,Resident_180,178/1,,,Main Road,Near School,Ward 16,Municipality,Pathanamthitta,677843,3,18,Plastic packet,4-7,Never,Every month,Yes
2194,user181@gmail.com,2-3,Small house,Resident_181,366/1,,,Main Road,Near School,Ward 9,Municipality,Wayanad,672163,1,18,Loose / refill,None,Never,Rarely,Yes
2195,user182@gmail.com,2-3,Small house,Resident_182,197/2,,,Main Road,Near School,Ward 4,Municipality,Kozhikode,674504,2,3,Loose / refill,None,Sometimes,Rarely,Yes
2196,user183@gmail.com,1,Small house,Resident_183,382/15,,,Main Road,Near School,Ward 12,Municipality,Ernakulam,672582,0,13,Plastic bottle,None,Sometimes,Every 2-3 months,No
2197,user184@gmail.com,4-5,Small house,Resident_184,270/14,,,Main Road,Near School,Ward 21,Municipality,Malappuram,686317,2,5,Plastic bottle,4-7,Sometimes,Every month,Yes
2198,user185@gmail.com,4-5,Large house,Resident_185,385/8,,,Main Road,Near School,Ward 10,Municipality,Kasaragod,686716,2,3,Loose / refill,None,Always,Every month,No
2199,user186@gmail.com,4-5,Apartment,Resident_186,325/13,,,Main Road,Near School,Ward 18,Municipality,Palakkad,681271,3,20,Loose / refill,1-3,Always,Rarely,Yes
2200,user187@gmail.com,2-3,Large house,Resident_187,345/13,,,Main Road,Near School,Ward 22,Municipality,Malappuram,689550,3,16,Loose / refill,1-3,Sometimes,Every 2-3 months,No
2201,user188@gmail.com,4-5,Small house,Resident_188,10/4,,,Main Road,Near School,Ward 13,Municipality,Kasaragod,673306,4,11,Plastic bottle,7+,Always,Every 2-3 months,No
2202,user189@gmail.com,4-5,Apartment,Resident_189,111/12,,,Main Road,Near School,Ward 20,Municipality,Pathanamthitta,685351,2,7,Plastic packet,4-7,Never,Never,No
2203,user190@gmail.com,6+,Large house,Resident_190,115/15,,,Main Road,Near School,Ward 13,Municipality,Kasaragod,682843,3,17,Plastic bottle,4-7,Never,Never,No
2204,user191@gmail.com,4-5,Large house,Resident_191,77/5,,,Main Road,Near School,Ward 3,Municipality,Kottayam,684317,2,12,Plastic packet,4-7,Always,Every month,No
2205,user192@gmail.com,4-5,Large house,Resident_192,279/18,,,Main Road,Near School,Ward 13,Municipality,Thrissur,673915,3,5,Loose / refill,None,Always,Rarely,Yes
2206,user193@gmail.com,6+,Apartment,Resident_193,191/19,,,Main Road,Near School,Ward 6,Municipality,Malappuram,671872,3,18,Plastic packet,7+,Sometimes,Every 2-3 months,Yes
2207,user194@gmail.com,4-5,Small house,Resident_194,251/8,,,Main Road,Near School,Ward 23,Municipality,Thrissur,681106,2,12,Plastic bottle,4-7,Always,Rarely,No
2208,user195@gmail.com,4-5,Small house,Resident_195,190/19,,,Main Road,Near School,Ward 3,Municipality,Thrissur,679785,4,16,Loose / refill,1-3,Sometimes,Every month,Yes
2209,user196@gmail.com,4-5,Large house,Resident_196,29/9,,,Main Road,Near School,Ward 7,Municipality,Ernakulam,676813,4,2,Plastic packet,7+,Sometimes,Every 2-3 months,No
2210,user197@gmail.com,2-3,Large house,Resident_197,448/4,,,Main Road,Near School,Ward 4,Municipality,Wayanad,682458,1,2,Plastic packet,None,Always,Every month,No
2211,user198@gmail.com,1,Apartment,Resident_198,119/3,,,Main Road,Near School,Ward 9,Municipality,Malappuram,670267,1,10,Plastic packet,None,Sometimes,Every month,No
2212,user199@gmail.com,1,Large house,Resident_199,198/17,,,Main Road,Near School,Ward 9,Municipality,Kannur,682370,0,5,Plastic packet,7+,Sometimes,Rarely,No
2213,user200@gmail.com,6+,Small house,Resident_200,111/10,,,Main Road,Near School,Ward 12,Municipality,Kottayam,681604,6,11,Plastic bottle,7+,Never,Never,Yes
2214,user201@gmail.com,2-3,Small house,Resident_201,275/6,,,Main Road,Near School,Ward 2,Municipality,Thiruvananthapuram,670560,1,17,Loose / refill,4-7,Always,Never,No
2215,user202@gmail.com,2-3,Small house,Resident_202,189/20,,,Main Road,Near School,Ward 9,Municipality,Malappuram,681460,3,14,Plastic packet,4-7,Sometimes,Every month,No
2216,user203@gmail.com,2-3,Large house,Resident_203,53/4,,,Main Road,Near School,Ward 17,Municipality,Kollam,675239,2,9,Plastic packet,4-7,Never,Never,No
2217,user204@gmail.com,4-5,Large house,Resident_204,365/14,,,Main Road,Near School,Ward 9,Municipality,Kollam,689105,3,12,Plastic packet,1-3,Sometimes,Never,Yes
2218,user205@gmail.com,4-5,Large house,Resident_205,237/18,,,Main Road,Near School,Ward 16,Municipality,Kasaragod,687210,2,15,Plastic packet,1-3,Never,Never,Yes
2219,user206@gmail.com,6+,Apartment,Resident_206,315/19,,,Main Road,Near School,Ward 21,Municipality,Kannur,685034,3,5,Plastic packet,7+,Always,Every month,Yes
2220,user207@gmail.com,4-5,Small house,Resident_207,247/20,,,Main Road,Near School,Ward 2,Municipality,Kozhikode,688355,4,15,Loose / refill,None,Never,Rarely,Yes
2221,user208@gmail.com,4-5,Apartment,Resident_208,312/15,,,Main Road,Near School,Ward 16,Municipality,Kollam,675946,2,9,Plastic bottle,None,Always,Rarely,Yes
2222,user209@gmail.com,4-5,Large house,Resident_209,117/15,,,Main Road,Near School,Ward 21,Municipality,Kollam,673325,2,12,Plastic packet,None,Always,Every 2-3 months,Yes
2223,user210@gmail.com,4-5,Small house,Resident_210,126/12,,,Main Road,Near School,Ward 8,Municipality,Kasaragod,671791,2,16,Plastic packet,7+,Sometimes,Every 2-3 months,Yes
2224,user211@gmail.com,2-3,Small house,Resident_211,36/18,,,Main Road,Near School,Ward 7,Municipality,Palakkad,681787,3,16,Plastic bottle,7+,Sometimes,Every 2-3 months,Yes
2225,user212@gmail.com,2-3,Apartment,Resident_212,132/7,,,Main Road,Near School,Ward 4,Municipality,Ernakulam,672098,1,20,Plastic packet,7+,Never,Every 2-3 months,No
2226,user213@gmail.com,4-5,Small house,Resident_213,207/1,,,Main Road,Near School,Ward 13,Municipality,Idukki,672791,2,5,Plastic bottle,7+,Never,Never,No
2227,user214@gmail.com,2-3,Small house,Resident_214,293/13,,,Main Road,Near School,Ward 24,Municipality,Kozhikode,687518,1,10,Plastic bottle,7+,Always,Rarely,No
2228,user215@gmail.com,2-3,Large house,Resident_215,120/15,,,Main Road,Near School,Ward 22,Municipality,Ernakulam,670388,3,20,Plastic bottle,1-3,Always,Every 2-3 months,Yes
2229,user216@gmail.com,2-3,Large house,Resident_216,416/10,,,Main Road,Near School,Ward 11,Municipality,Thiruvananthapuram,681205,1,11,Plastic packet,None,Never,Every month,Yes
2230,user217@gmail.com,4-5,Small house,Resident_217,201/19,,,Main Road,Near School,Ward 19,Municipality,Kozhikode,683916,3,2,Plastic bottle,7+,Always,Rarely,No
2231,user218@gmail.com,4-5,Large house,Resident_218,465/1,,,Main Road,Near School,Ward 24,Municipality,Kozhikode,687383,4,18,Loose / refill,4-7,Sometimes,Rarely,No
2232,user219@gmail.com,6+,Small house,Resident_219,33/6,,,Main Road,Near School,Ward 1,Municipality,Kasaragod,676451,4,7,Plastic bottle,7+,Never,Rarely,No
2233,user220@gmail.com,6+,Apartment,Resident_220,264/8,,,Main Road,Near School,Ward 24,Municipality,Ernakulam,675038,6,2,Plastic packet,1-3,Never,Every month,Yes
2234,user221@gmail.com,4-5,Small house,Resident_221,49/3,,,Main Road,Near School,Ward 2,Municipality,Pathanamthitta,685609,2,18,Loose / refill,None,Sometimes,Never,Yes
2235,user222@gmail.com,4-5,Small house,Resident_222,412/9,,,Main Road,Near School,Ward 12,Municipality,Malappuram,680709,2,9,Loose / refill,4-7,Never,Never,Yes
2236,user223@gmail.com,6+,Small house,Resident_223,289/2,,,Main Road,Near School,Ward 17,Municipality,Kasaragod,678404,4,19,Plastic bottle,None,Sometimes,Every 2-3 months,No
2237,user224@gmail.com,6+,Small house,Resident_224,352/16,,,Main Road,Near School,Ward 15,Municipality,Kozhikode,680242,4,13,Plastic bottle,None,Never,Every 2-3 months,No
2238,user225@gmail.com,2-3,Small house,Resident_225,313/12,,,Main Road,Near School,Ward 12,Municipality,Idukki,687228,1,18,Loose / refill,None,Always,Every month,No
2239,user226@gmail.com,1,Apartment,Resident_226,434/20,,,Main Road,Near School,Ward 22,Municipality,Malappuram,681384,0,18,Loose / refill,None,Always,Never,Yes
2240,user227@gmail.com,4-5,Large house,Resident_227,372/12,,,Main Road,Near School,Ward 6,Municipality,Palakkad,680519,2,18,Plastic packet,4-7,Always,Every 2-3 months,No
2241,user228@gmail.com,4-5,Apartment,Resident_228,173/8,,,Main Road,Near School,Ward 15,Municipality,Kozhikode,686758,2,3,Plastic bottle,None,Never,Rarely,Yes
2242,user229@gmail.com,2-3,Small house,Resident_229,484/4,,,Main Road,Near School,Ward 2,Municipality,Wayanad,674436,2,4,Loose / refill,None,Never,Rarely,Yes
2243,user230@gmail.com,2-3,Small house,Resident_230,398/11,,,Main Road,Near School,Ward 8,Municipality,Wayanad,686855,1,11,Loose / refill,1-3,Always,Rarely,No
2244,user231@gmail.com,2-3,Apartment,Resident_231,353/18,,,Main Road,Near School,Ward 13,Municipality,Thiruvananthapuram,687812,3,11,Plastic bottle,None,Never,Every 2-3 months,No
2245,user232@gmail.com,6+,Small house,Resident_232,483/1,,,Main Road,Near School,Ward 21,Municipality,Kasaragod,670407,5,8,Plastic bottle,None,Sometimes,Every 2-3 months,Yes
2246,user233@gmail.com,4-5,Large house,Resident_233,460/6,,,Main Road,Near School,Ward 24,Municipality,Thiruvananthapuram,677389,2,9,Plastic bottle,1-3,Always,Never,No
2247,user234@gmail.com,4-5,Small house,Resident_234,11/8,,,Main Road,Near School,Ward 4,Municipality,Kottayam,687790,3,14,Loose / refill,7+,Always,Rarely,Yes
2248,user235@gmail.com,2-3,Large house,Resident_235,233/2,,,Main Road,Near School,Ward 13,Municipality,Malappuram,677693,1,12,Plastic packet,None,Sometimes,Never,No
2249,user236@gmail.com,4-5,Large house,Resident_236,34/7,,,Main Road,Near School,Ward 8,Municipality,Alappuzha,671558,2,11,Loose / refill,None,Always,Rarely,No
2250,user237@gmail.com,4-5,Small house,Resident_237,222/15,,,Main Road,Near School,Ward 22,Municipality,Thiruvananthapuram,678282,4,10,Plastic packet,1-3,Never,Every 2-3 months,Yes
2251,user238@gmail.com,2-3,Large house,Resident_238,75/13,,,Main Road,Near School,Ward 11,Municipality,Palakkad,681884,3,16,Loose / refill,None,Never,Every 2-3 months,No
2252,user239@gmail.com,1,Large house,Resident_239,338/1,,,Main Road,Near School,Ward 23,Municipality,Kottayam,685681,1,2,Plastic bottle,4-7,Sometimes,Every 2-3 months,Yes
2253,user240@gmail.com,2-3,Large house,Resident_240,418/5,,,Main Road,Near School,Ward 2,Municipality,Kollam,687594,2,18,Loose / refill,4-7,Never,Rarely,Yes
2254,user241@gmail.com,6+,Large house,Resident_241,140/20,,,Main Road,Near School,Ward 14,Municipality,Idukki,684713,6,2,Loose / refill,4-7,Never,Never,No
2255,user242@gmail.com,6+,Small house,Resident_242,101/5,,,Main Road,Near School,Ward 6,Municipality,Kollam,687687,6,9,Plastic packet,4-7,Sometimes,Every 2-3 months,Yes
2256,user243@gmail.com,2-3,Large house,Resident_243,473/16,,,Main Road,Near School,Ward 18,Municipality,Palakkad,683571,2,5,Plastic bottle,7+,Always,Every month,No
2257,user244@gmail.com,4-5,Apartment,Resident_244,134/8,,,Main Road,Near School,Ward 20,Municipality,Alappuzha,673888,3,12,Plastic packet,4-7,Never,Every 2-3 months,Yes
2258,user245@gmail.com,6+,Large house,Resident_245,399/12,,,Main Road,Near School,Ward 25,Municipality,Kollam,685353,3,13,Loose / refill,7+,Sometimes,Every 2-3 months,Yes
2259,user246@gmail.com,6+,Small house,Resident_246,315/7,,,Main Road,Near School,Ward 14,Municipality,Kottayam,678964,6,8,Plastic bottle,None,Sometimes,Rarely,Yes
2260,user247@gmail.com,4-5,Large house,Resident_247,269/3,,,Main Road,Near School,Ward 1,Municipality,Wayanad,680861,3,13,Plastic packet,1-3,Always,Never,Yes
2261,user248@gmail.com,2-3,Apartment,Resident_248,47/4,,,Main Road,Near School,Ward 5,Municipality,Thiruvananthapuram,688156,3,2,Plastic bottle,None,Sometimes,Never,No
2262,user249@gmail.com,2-3,Small house,Resident_249,79/7,,,Main Road,Near School,Ward 7,Municipality,Thiruvananthapuram,688584,1,19,Loose / refill,1-3,Never,Every 2-3 months,Yes
2263,user250@gmail.com,2-3,Large house,Resident_250,232/3,,,Main Road,Near School,Ward 11,Municipality,Thrissur,688168,2,10,Loose / refill,4-7,Always,Every 2-3 months,No
2264,user251@gmail.com,2-3,Large house,Resident_251,420/1,,,Main Road,Near School,Ward 13,Municipality,Thrissur,686484,2,7,Plastic bottle,None,Never,Never,Yes
2265,user252@gmail.com,4-5,Large house,Resident_252,107/14,,,Main Road,Near School,Ward 19,Municipality,Idukki,675189,2,17,Loose / refill,7+,Sometimes,Every 2-3 months,Yes
2266,user253@gmail.com,2-3,Large house,Resident_253,42/14,,,Main Road,Near School,Ward 14,Municipality,Pathanamthitta,676839,2,11,Plastic bottle,None,Never,Every month,No
2267,user254@gmail.com,4-5,Small house,Resident_254,381/8,,,Main Road,Near School,Ward 7,Municipality,Malappuram,672060,3,11,Plastic packet,4-7,Sometimes,Never,Yes
2268,user255@gmail.com,2-3,Large house,Resident_255,386/6,,,Main Road,Near School,Ward 17,Municipality,Ernakulam,683689,3,13,Plastic bottle,7+,Never,Rarely,Yes
2269,user256@gmail.com,1,Apartment,Resident_256,481/12,,,Main Road,Near School,Ward 4,Municipality,Kollam,671788,0,4,Loose / refill,None,Never,Every month,Yes
2270,user257@gmail.com,2-3,Large house,Resident_257,406/19,,,Main Road,Near School,Ward 15,Municipality,Kollam,676087,2,10,Plastic packet,None,Always,Every 2-3 months,Yes
2271,user258@gmail.com,4-5,Large house,Resident_258,288/17,,,Main Road,Near School,Ward 13,Municipality,Idukki,673498,4,7,Plastic packet,4-7,Sometimes,Rarely,Yes
2272,user259@gmail.com,6+,Small house,Resident_259,148/3,,,Main Road,Near School,Ward 5,Municipality,Kollam,685485,4,4,Loose / refill,4-7,Always,Rarely,No
2273,user260@gmail.com,4-5,Large house,Resident_260,398/13,,,Main Road,Near School,Ward 6,Municipality,Alappuzha,680934,3,14,Loose / refill,None,Never,Never,Yes
2274,user261@gmail.com,2-3,Large house,Resident_261,85/2,,,Main Road,Near School,Ward 4,Municipality,Kozhikode,687518,1,7,Loose / refill,1-3,Always,Every month,No
2275,user262@gmail.com,2-3,Apartment,Resident_262,339/19,,,Main Road,Near School,Ward 24,Municipality,Kollam,678859,1,14,Plastic packet,7+,Never,Never,No
2276,user263@gmail.com,4-5,Large house,Resident_263,395/4,,,Main Road,Near School,Ward 14,Municipality,Idukki,684565,4,12,Loose / refill,1-3,Never,Rarely,Yes
2277,user264@gmail.com,4-5,Apartment,Resident_264,60/13,,,Main Road,Near School,Ward 4,Municipality,Pathanamthitta,681014,2,3,Plastic bottle,None,Sometimes,Rarely,Yes
2278,user265@gmail.com,1,Large house,Resident_265,90/3,,,Main Road,Near School,Ward 11,Municipality,Thiruvananthapuram,671679,1,17,Plastic bottle,4-7,Never,Every month,No
2279,user266@gmail.com,6+,Apartment,Resident_266,274/5,,,Main Road,Near School,Ward 20,Municipality,Idukki,670841,4,16,Plastic bottle,4-7,Always,Every 2-3 months,No
2280,user267@gmail.com,4-5,Large house,Resident_267,412/14,,,Main Road,Near School,Ward 14,Municipality,Palakkad,689930,3,7,Plastic packet,1-3,Always,Every month,No
2281,user268@gmail.com,4-5,Small house,Resident_268,193/7,,,Main Road,Near School,Ward 4,Municipality,Thrissur,688177,2,19,Plastic bottle,4-7,Never,Every month,No
2282,user269@gmail.com,2-3,Large house,Resident_269,221/2,,,Main Road,Near School,Ward 8,Municipality,Pathanamthitta,681190,1,12,Plastic bottle,4-7,Sometimes,Every 2-3 months,No
2283,user270@gmail.com,4-5,Large house,Resident_270,370/8,,,Main Road,Near School,Ward 19,Municipality,Kollam,688322,3,12,Plastic bottle,4-7,Never,Never,No
2284,user271@gmail.com,2-3,Large house,Resident_271,294/4,,,Main Road,Near School,Ward 9,Municipality,Ernakulam,673869,1,6,Plastic packet,1-3,Always,Never,No
2285,user272@gmail.com,4-5,Small house,Resident_272,131/3,,,Main Road,Near School,Ward 21,Municipality,Malappuram,678870,4,18,Plastic packet,4-7,Always,Every month,No
2286,user273@gmail.com,2-3,Large house,Resident_273,401/3,,,Main Road,Near School,Ward 19,Municipality,Thrissur,680115,2,13,Loose / refill,4-7,Never,Rarely,Yes
2287,user274@gmail.com,2-3,Apartment,Resident_274,20/10,,,Main Road,Near School,Ward 2,Municipality,Pathanamthitta,686037,1,11,Plastic bottle,None,Always,Never,No
2288,user275@gmail.com,4-5,Apartment,Resident_275,101/15,,,Main Road,Near School,Ward 22,Municipality,Kannur,687492,3,3,Plastic bottle,1-3,Always,Never,Yes
2289,user276@gmail.com,6+,Large house,Resident_276,478/8,,,Main Road,Near School,Ward 10,Municipality,Kottayam,679082,3,17,Loose / refill,1-3,Never,Every month,No
2290,user277@gmail.com,6+,Small house,Resident_277,149/19,,,Main Road,Near School,Ward 14,Municipality,Kollam,676493,5,13,Plastic packet,4-7,Always,Never,Yes
2291,user278@gmail.com,4-5,Apartment,Resident_278,419/12,,,Main Road,Near School,Ward 7,Municipality,Thrissur,687366,2,10,Plastic packet,4-7,Never,Every 2-3 months,No
2292,user279@gmail.com,2-3,Apartment,Resident_279,203/14,,,Main Road,Near School,Ward 2,Municipality,Kollam,683869,3,7,Loose / refill,7+,Sometimes,Rarely,No
2293,user280@gmail.com,1,Small house,Resident_280,178/12,,,Main Road,Near School,Ward 19,Municipality,Palakkad,682590,0,5,Plastic bottle,7+,Never,Rarely,No
2294,user281@gmail.com,4-5,Apartment,Resident_281,91/7,,,Main Road,Near School,Ward 10,Municipality,Kozhikode,689436,3,8,Plastic packet,1-3,Always,Every month,No
2295,user282@gmail.com,2-3,Large house,Resident_282,464/2,,,Main Road,Near School,Ward 15,Municipality,Malappuram,685467,3,9,Plastic bottle,7+,Sometimes,Never,Yes
2296,user283@gmail.com,2-3,Small house,Resident_283,167/8,,,Main Road,Near School,Ward 22,Municipality,Pathanamthitta,670943,1,11,Plastic bottle,7+,Sometimes,Every month,Yes
2297,user284@gmail.com,4-5,Apartment,Resident_284,4/14,,,Main Road,Near School,Ward 5,Municipality,Kottayam,688299,2,20,Plastic packet,1-3,Sometimes,Rarely,Yes
2298,user285@gmail.com,2-3,Apartment,Resident_285,101/16,,,Main Road,Near School,Ward 21,Municipality,Malappuram,684857,3,2,Plastic bottle,1-3,Always,Never,No
2299,user286@gmail.com,4-5,Large house,Resident_286,481/5,,,Main Road,Near School,Ward 4,Municipality,Pathanamthitta,675260,2,10,Plastic packet,4-7,Always,Every month,Yes
2300,user287@gmail.com,6+,Large house,Resident_287,149/11,,,Main Road,Near School,Ward 13,Municipality,Kannur,678710,5,6,Plastic packet,None,Sometimes,Every month,No
2301,user288@gmail.com,1,Large house,Resident_288,17/9,,,Main Road,Near School,Ward 16,Municipality,Kozhikode,671202,0,16,Plastic packet,1-3,Never,Rarely,No
2302,user289@gmail.com,2-3,Apartment,Resident_289,81/17,,,Main Road,Near School,Ward 19,Municipality,Kottayam,672118,3,11,Plastic bottle,4-7,Never,Every month,Yes
2303,user290@gmail.com,2-3,Apartment,Resident_290,381/10,,,Main Road,Near School,Ward 21,Municipality,Thrissur,684086,3,17,Plastic bottle,1-3,Sometimes,Every 2-3 months,No
2304,user291@gmail.com,4-5,Apartment,Resident_291,295/9,,,Main Road,Near School,Ward 25,Municipality,Thrissur,671401,2,14,Plastic bottle,None,Always,Rarely,Yes
2305,user292@gmail.com,4-5,Small house,Resident_292,108/9,,,Main Road,Near School,Ward 13,Municipality,Kottayam,680051,4,9,Plastic bottle,None,Sometimes,Rarely,Yes
2306,user293@gmail.com,4-5,Large house,Resident_293,174/1,,,Main Road,Near School,Ward 5,Municipality,Thrissur,682922,4,8,Plastic packet,1-3,Sometimes,Rarely,Yes
2307,user294@gmail.com,1,Small house,Resident_294,135/4,,,Main Road,Near School,Ward 17,Municipality,Malappuram,684170,0,11,Plastic bottle,None,Always,Every month,No
2308,user295@gmail.com,6+,Apartment,Resident_295,193/11,,,Main Road,Near School,Ward 17,Municipality,Wayanad,689584,4,15,Loose / refill,1-3,Always,Every month,No
2309,user296@gmail.com,2-3,Large house,Resident_296,265/15,,,Main Road,Near School,Ward 22,Municipality,Idukki,672300,1,4,Plastic bottle,4-7,Sometimes,Every 2-3 months,No
2310,user297@gmail.com,4-5,Apartment,Resident_297,42/2,,,Main Road,Near School,Ward 24,Municipality,Ernakulam,686873,4,14,Plastic packet,7+,Never,Every month,Yes
2311,user298@gmail.com,2-3,Large house,Resident_298,445/18,,,Main Road,Near School,Ward 8,Municipality,Kasaragod,684712,3,10,Plastic bottle,1-3,Sometimes,Every month,No
2312,user299@gmail.com,2-3,Apartment,Resident_299,136/8,,,Main Road,Near School,Ward 8,Municipality,Wayanad,670131,2,11,Plastic packet,7+,Always,Every 2-3 months,No
2313,user300@gmail.com,4-5,Apartment,Resident_300,455/17,,,Main Road,Near School,Ward 3,Municipality,Kozhikode,670219,2,11,Plastic packet,1-3,Never,Every month,No
2314,user301@gmail.com,4-5,Apartment,Resident_301,28/6,,,Main Road,Near School,Ward 14,Municipality,Thiruvananthapuram,683577,4,11,Plastic bottle,None,Sometimes,Never,Yes
2315,user302@gmail.com,2-3,Large house,Resident_302,458/2,,,Main Road,Near School,Ward 8,Municipality,Thiruvananthapuram,681593,1,18,Plastic bottle,None,Always,Every month,No
2316,user303@gmail.com,4-5,Large house,Resident_303,437/5,,,Main Road,Near School,Ward 25,Municipality,Malappuram,683059,4,11,Loose / refill,4-7,Never,Rarely,No
2317,user304@gmail.com,2-3,Small house,Resident_304,319/12,,,Main Road,Near School,Ward 13,Municipality,Thrissur,677480,1,8,Loose / refill,7+,Always,Every 2-3 months,Yes
2318,user305@gmail.com,4-5,Apartment,Resident_305,478/20,,,Main Road,Near School,Ward 17,Municipality,Kollam,678675,2,13,Plastic packet,1-3,Sometimes,Never,No
2319,user306@gmail.com,2-3,Large house,Resident_306,180/3,,,Main Road,Near School,Ward 16,Municipality,Kozhikode,689865,2,19,Plastic bottle,1-3,Always,Never,No
2320,user307@gmail.com,6+,Small house,Resident_307,390/14,,,Main Road,Near School,Ward 20,Municipality,Malappuram,674308,3,9,Plastic bottle,7+,Sometimes,Every 2-3 months,No
2321,user308@gmail.com,2-3,Apartment,Resident_308,229/12,,,Main Road,Near School,Ward 9,Municipality,Kozhikode,680698,3,19,Loose / refill,4-7,Sometimes,Every 2-3 months,Yes
2322,user309@gmail.com,2-3,Small house,Resident_309,326/10,,,Main Road,Near School,Ward 16,Municipality,Pathanamthitta,676315,1,8,Loose / refill,1-3,Never,Never,No
2323,user310@gmail.com,2-3,Small house,Resident_310,330/20,,,Main Road,Near School,Ward 12,Municipality,Kozhikode,687192,1,9,Plastic packet,None,Always,Rarely,No
