id,user_email,food_waste,compost,garden_waste
2009,user5@gmail.com,less_250g,home_compost,daily
2010,user6@gmail.com,250g_500g,community,daily
2011,user7@gmail.com,more_1kg,worm_compost,daily
2012,user8@gmail.com,250g_500g,mixed,monthly
2013,user9@gmail.com,500g_1kg,biomethanation,weekly
2014,user10@gmail.com,500g_1kg,home_compost,weekly
2015,user11@gmail.com,500g_1kg,home_compost,monthly
2016,user12@gmail.com,more_1kg,collector,monthly
2017,user13@gmail.com,250g_500g,worm_compost,monthly
2018,user14@gmail.com,500g_1kg,collector,weekly
2019,user15@gmail.com,250g_500g,worm_compost,monthly
2020,user16@gmail.com,250g_500g,worm_compost,no
2021,user17@gmail.com,more_1kg,mixed,weekly
2022,user18@gmail.com,more_1kg,collector,monthly
2023,user19@gmail.com,more_1kg,collector,weekly
2024,user20@gmail.com,more_1kg,collector,daily
2025,user21@gmail.com,500g_1kg,biomethanation,weekly
2026,user22@gmail.com,500g_1kg,community,monthly
2027,user23@gmail.com,500g_1kg,community,daily
2028,user24@gmail.com,250g_500g,mixed,daily
2029,user25@gmail.com,250g_500g,mixed,monthly
2030,user26@gmail.com,250g_500g,biomethanation,no
2031,user27@gmail.com,250g_500g,home_compost,monthly
2032,user28@gmail.com,500g_1kg,mixed,daily
2033,user29@gmail.com,250g_500g,biomethanation,daily
2034,user30@gmail.com,250g_500g,worm_compost,weekly
2035,user31@gmail.com,more_1kg,home_compost,monthly
2036,user32@gmail.com,500g_1kg,community,weekly
2037,user33@gmail.com,more_1kg,mixed,weekly
2038,user34@gmail.com,250g_500g,home_compost,weekly
2039,user35@gmail.com,250g_500g,mixed,no
2040,user36@gmail.com,250g_500g,collector,weekly
2041,user37@gmail.com,250g_500g,biomethanation,monthly
2042,user38@gmail.com,500g_1kg,home_compost,daily
2043,user39@gmail.com,500g_1kg,mixed,no
2044,user40@gmail.com,500g_1kg,collector,no
2045,user41@gmail.com,250g_500g,worm_compost,no
2046,user42@gmail.com,250g_500g,community,weekly
2047,user43@gmail.com,250g_500g,collector,daily
2048,user44@gmail.com,more_1kg,biomethanation,monthly
2049,user45@gmail.com,250g_500g,community,monthly
2050,user46@gmail.com,500g_1kg,home_compost,no
2051,user47@gmail.com,less_250g,community,weekly
2052,user48@gmail.com,less_250g,mixed,monthly
2053,user49@gmail.com,250g_500g,worm_compost,daily
2054,user50@gmail.com,250g_500g,worm_compost,no
2055,user51@gmail.com,250g_500g,community,daily
2056,user52@gmail.com,250g_500g,mixed,daily
2057,user53@gmail.com,500g_1kg,home_compost,no
2058,user54@gmail.com,more_1kg,biomethanation,weekly
2059,user55@gmail.com,250g_500g,collector,daily
2060,user56@gmail.com,250g_500g,worm_compost,monthly
2061,user57@gmail.com,250g_500g,worm_compost,weekly
2062,user58@gmail.com,500g_1kg,collector,monthly
2063,user59@gmail.com,250g_500g,worm_compost,daily
2064,user60@gmail.com,less_250g,worm_compost,no
2065,user61@gmail.com,more_1kg,worm_compost,no
2066,user62@gmail.com,more_1kg,biomethanation,monthly
2067,user63@gmail.com,250g_500g,community,no
2068,user64@gmail.com,500g_1kg,worm_compost,no
2069,user65@gmail.com,more_1kg,home_compost,monthly
2070,user66@gmail.com,250g_500g,mixed,daily
2071,user67@gmail.com,250g_500g,mixed,daily
2072,user68@gmail.com,500g_1kg,community,no
2073,user69@gmail.com,500g_1kg,community,monthly
2074,user70@gmail.com,500g_1kg,home_compost,weekly
2075,user71@gmail.com,250g_500g,mixed,no
2076,user72@gmail.com,more_1kg,biomethanation,monthly
2077,user73@gmail.com,500g_1kg,biomethanation,no
2078,user74@gmail.com,250g_500g,collector,monthly
2079,user75@gmail.com,250g_500g,worm_compost,weekly
2080,user76@gmail.com,500g_1kg,biomethanation,no
2081,user77@gmail.com,250g_500g,community,monthly
2082,user78@gmail.com,250g_500g,collector,daily
2083,user79@gmail.com,more_1kg,home_compost,monthly
2084,user80@gmail.com,less_250g,home_compost,monthly
2085,user81@gmail.com,less_250g,collector,weekly
2086,user82@gmail.com,250g_500g,biomethanation,weekly
2087,user83@gmail.com,less_250g,community,weekly
2088,user84@gmail.com,more_1kg,community,weekly
2089,user85@gmail.com,500g_1kg,community,no
2090,user86@gmail.com,500g_1kg,community,no
2091,user87@gmail.com,250g_500g,community,daily
2092,user88@gmail.com,500g_1kg,collector,weekly
2093,user89@gmail.com,more_1kg,community,weekly
2094,user90@gmail.com,250g_500g,worm_compost,weekly
2095,user91@gmail.com,500g_1kg,collector,daily
2096,user92@gmail.com,250g_500g,collector,no
2097,user93@gmail.com,250g_500g,home_compost,no
2098,user94@gmail.com,500g_1kg,worm_compost,monthly
2099,user95@gmail.com,500g_1kg,biomethanation,no
2100,user96@gmail.com,250g_500g,biomethanation,monthly
2101,user97@gmail.com,500g_1kg,biomethanation,monthly
2102,user98@gmail.com,500g_1kg,home_compost,monthly
2103,user99@gmail.com,500g_1kg,mixed,no
2104,user100@gmail.com,500g_1kg,mixed,daily
2105,user101@gmail.com,500g_1kg,mixed,daily
2106,user102@gmail.com,250g_500g,biomethanation,daily
2107,user103@gmail.com,250g_500g,home_compost,weekly
2108,user104@gmail.com,250g_500g,worm_compost,monthly
2109,user105@gmail.com,more_1kg,home_compost,monthly
2110,user106@gmail.com,500g_1kg,worm_compost,weekly
2111,user107@gmail.com,500g_1kg,biomethanation,weekly
2112,user108@gmail.com,500g_1kg,collector,daily
2113,user109@gmail.com,500g_1kg,worm_compost,daily
2114,user110@gmail.com,250g_500g,mixed,no
2115,user111@gmail.com,250g_500g,biomethanation,weekly
2116,user112@gmail.com,250g_500g,home_compost,monthly
2117,user113@gmail.com,500g_1kg,collector,monthly
2118,user114@gmail.com,500g_1kg,biomethanation,daily
2119,user115@gmail.com,more_1kg,biomethanation,monthly
2120,user116@gmail.com,500g_1kg,community,monthly
2121,user117@gmail.com,more_1kg,home_compost,monthly
2122,user118@gmail.com,more_1kg,worm_compost,no
2123,user119@gmail.com,more_1kg,worm_compost,daily
2124,user120@gmail.com,500g_1kg,collector,daily
2125,user121@gmail.com,250g_500g,community,weekly
2126,user122@gmail.com,500g_1kg,mixed,monthly
2127,user123@gmail.com,less_250g,home_compost,weekly
2128,user124@gmail.com,500g_1kg,community,daily
2129,user125@gmail.com,250g_500g,mixed,daily
2130,user126@gmail.com,500g_1kg,collector,no
2131,user127@gmail.com,500g_1kg,home_compost,no
2132,user128@gmail.com,250g_500g,mixed,no
2133,user129@gmail.com,less_250g,collector,monthly
2134,user130@gmail.com,250g_500g,biomethanation,monthly
2135,user131@gmail.com,250g_500g,home_compost,weekly
2136,user132@gmail.com,250g_500g,home_compost,no
2137,user133@gmail.com,250g_500g,biomethanation,no
2138,user134@gmail.com,500g_1kg,community,weekly
2139,user135@gmail.com,250g_500g,worm_compost,weekly
2140,user136@gmail.com,500g_1kg,collector,weekly
2141,user137@gmail.com,more_1kg,worm_compost,no
2142,user138@gmail.com,more_1kg,community,weekly
2143,user139@gmail.com,less_250g,mixed,monthly
2144,user140@gmail.com,250g_500g,biomethanation,monthly
2145,user141@gmail.com,500g_1kg,community,monthly
2146,user142@gmail.com,500g_1kg,community,no
2147,user143@gmail.com,250g_500g,worm_compost,no
2148,user144@gmail.com,250g_500g,collector,no
2149,user145@gmail.com,more_1kg,home_compost,no
2150,user146@gmail.com,500g_1kg,home_compost,daily
2151,user147@gmail.com,250g_500g,biomethanation,daily
2152,user148@gmail.com,500g_1kg,worm_compost,daily
2153,user149@gmail.com,250g_500g,worm_compost,no
2154,user150@gmail.com,500g_1kg,home_compost,weekly
2155,user151@gmail.com,250g_500g,community,no
2156,user152@gmail.com,250g_500g,home_compost,weekly
2157,user153@gmail.com,500g_1kg,mixed,daily
2158,user154@gmail.com,more_1kg,biomethanation,weekly
2159,user155@gmail.com,500g_1kg,collector,monthly
2160,user156@gmail.com,more_1kg,collector,daily
2161,user157@gmail.com,500g_1kg,home_compost,monthly
2162,user158@gmail.com,500g_1kg,community,no
2163,user159@gmail.com,500g_1kg,collector,weekly
2164,user160@gmail.com,250g_500g,collector,daily
2165,user161@gmail.com,500g_1kg,collector,daily
2166,user162@gmail.com,500g_1kg,community,no
2167,user163@gmail.com,250g_500g,mixed,no
2168,user164@gmail.com,500g_1kg,mixed,monthly
2169,user165@gmail.com,more_1kg,biomethanation,daily
2170,user166@gmail.com,less_250g,mixed,monthly
2171,user167@gmail.com,more_1kg,mixed,no
2172,user168@gmail.com,500g_1kg,worm_compost,monthly
2173,user169@gmail.com,250g_500g,home_compost,daily
2174,user170@gmail.com,more_1kg,worm_compost,daily
2175,user171@gmail.com,250g_500g,biomethanation,no
2176,user172@gmail.com,more_1kg,mixed,weekly
2177,user173@gmail.com,250g_500g,collector,no
2178,user174@gmail.com,more_1kg,community,daily
2179,user175@gmail.com,250g_500g,collector,no
2180,user176@gmail.com,250g_500g,worm_compost,monthly
2181,user177@gmail.com,less_250g,community,weekly
2182,user178@gmail.com,500g_1kg,worm_compost,weekly
2183,user179@gmail.com,250g_500g,collector,monthly
2184,user180@gmail.com,more_1kg,mixed,weekly
2185,user181@gmail.com,250g_500g,home_compost,monthly
2186,user182@gmail.com,250g_500g,home_compost,weekly
2187,user183@gmail.com,less_250g,worm_compost,monthly
2188,user184@gmail.com,500g_1kg,biomethanation,monthly
2189,user185@gmail.com,500g_1kg,home_compost,no
2190,user186@gmail.com,500g_1kg,mixed,monthly
2191,user187@gmail.com,250g_500g,worm_compost,daily
2192,user188@gmail.com,500g_1kg,collector,weekly
2193,user189@gmail.com,500g_1kg,home_compost,weekly
2194,user190@gmail.com,more_1kg,biomethanation,no
2195,user191@gmail.com,500g_1kg,worm_compost,monthly
2196,user192@gmail.com,500g_1kg,home_compost,no
2197,user193@gmail.com,more_1kg,worm_compost,daily
2198,user194@gmail.com,500g_1kg,home_compost,no
2199,user195@gmail.com,500g_1kg,home_compost,weekly
2200,user196@gmail.com,500g_1kg,home_compost,weekly
2201,user197@gmail.com,250g_500g,mixed,daily
2202,user198@gmail.com,less_250g,community,daily
2203,user199@gmail.com,less_250g,biomethanation,weekly
2204,user200@gmail.com,more_1kg,mixed,monthly
2205,user201@gmail.com,250g_500g,mixed,no
2206,user202@gmail.com,250g_500g,mixed,no
2207,user203@gmail.com,250g_500g,biomethanation,monthly
2208,user204@gmail.com,500g_1kg,home_compost,monthly
2209,user205@gmail.com,500g_1kg,mixed,daily
2210,user206@gmail.com,more_1kg,biomethanation,weekly
2211,user207@gmail.com,500g_1kg,community,monthly
2212,user208@gmail.com,500g_1kg,home_compost,daily
2213,user209@gmail.com,500g_1kg,mixed,daily
2214,user210@gmail.com,500g_1kg,worm_compost,weekly
2215,user211@gmail.com,250g_500g,collector,no
2216,user212@gmail.com,250g_500g,mixed,weekly
2217,user213@gmail.com,500g_1kg,collector,daily
2218,user214@gmail.com,250g_500g,mixed,monthly
2219,user215@gmail.com,250g_500g,collector,no
2220,user216@gmail.com,250g_500g,collector,weekly
2221,user217@gmail.com,500g_1kg,home_compost,monthly
2222,user218@gmail.com,500g_1kg,community,weekly
2223,user219@gmail.com,more_1kg,biomethanation,daily
2224,user220@gmail.com,more_1kg,collector,weekly
2225,user221@gmail.com,500g_1kg,home_compost,monthly
2226,user222@gmail.com,500g_1kg,collector,weekly
2227,user223@gmail.com,more_1kg,mixed,no
2228,user224@gmail.com,more_1kg,biomethanation,daily
2229,user225@gmail.com,250g_500g,biomethanation,weekly
2230,user226@gmail.com,less_250g,collector,no
2231,user227@gmail.com,500g_1kg,community,monthly
2232,user228@gmail.com,500g_1kg,community,no
2233,user229@gmail.com,250g_500g,collector,monthly
2234,user230@gmail.com,250g_500g,community,weekly
2235,user231@gmail.com,250g_500g,community,monthly
2236,user232@gmail.com,more_1kg,home_compost,weekly
2237,user233@gmail.com,500g_1kg,home_compost,daily
2238,user234@gmail.com,500g_1kg,biomethanation,monthly
2239,user235@gmail.com,250g_500g,community,daily
2240,user236@gmail.com,500g_1kg,mixed,daily
2241,user237@gmail.com,500g_1kg,collector,daily
2242,user238@gmail.com,250g_500g,mixed,monthly
2243,user239@gmail.com,less_250g,biomethanation,weekly
2244,user240@gmail.com,250g_500g,collector,no
2245,user241@gmail.com,more_1kg,worm_compost,weekly
2246,user242@gmail.com,more_1kg,worm_compost,weekly
2247,user243@gmail.com,250g_500g,collector,monthly
2248,user244@gmail.com,500g_1kg,collector,monthly
2249,user245@gmail.com,more_1kg,worm_compost,daily
2250,user246@gmail.com,more_1kg,biomethanation,daily
2251,user247@gmail.com,500g_1kg,mixed,monthly
2252,user248@gmail.com,250g_500g,biomethanation,monthly
2253,user249@gmail.com,250g_500g,worm_compost,monthly
2254,user250@gmail.com,250g_500g,mixed,monthly
2255,user251@gmail.com,250g_500g,biomethanation,daily
2256,user252@gmail.com,500g_1kg,mixed,monthly
2257,user253@gmail.com,250g_500g,community,no
2258,user254@gmail.com,500g_1kg,biomethanation,daily
2259,user255@gmail.com,250g_500g,collector,no
2260,user256@gmail.com,less_250g,mixed,weekly
2261,user257@gmail.com,250g_500g,biomethanation,daily
2262,user258@gmail.com,500g_1kg,home_compost,daily
2263,user259@gmail.com,more_1kg,home_compost,weekly
2264,user260@gmail.com,500g_1kg,community,monthly
2265,user261@gmail.com,250g_500g,mixed,daily
2266,user262@gmail.com,250g_500g,biomethanation,no
2267,user263@gmail.com,500g_1kg,worm_compost,daily
2268,user264@gmail.com,500g_1kg,biomethanation,monthly
2269,user265@gmail.com,less_250g,community,no
2270,user266@gmail.com,more_1kg,home_compost,daily
2271,user267@gmail.com,500g_1kg,home_compost,daily
2272,user268@gmail.com,500g_1kg,home_compost,no
2273,user269@gmail.com,250g_500g,collector,weekly
2274,user270@gmail.com,500g_1kg,home_compost,daily
2275,user271@gmail.com,250g_500g,biomethanation,no
2276,user272@gmail.com,500g_1kg,home_compost,no
2277,user273@gmail.com,250g_500g,worm_compost,daily
2278,user274@gmail.com,250g_500g,mixed,weekly
2279,user275@gmail.com,500g_1kg,home_compost,no
2280,user276@gmail.com,more_1kg,collector,daily
2281,user277@gmail.com,more_1kg,worm_compost,weekly
2282,user278@gmail.com,500g_1kg,home_compost,monthly
2283,user279@gmail.com,250g_500g,home_compost,monthly
2284,user280@gmail.com,less_250g,mixed,weekly
2285,user281@gmail.com,500g_1kg,community,weekly
2286,user282@gmail.com,250g_500g,biomethanation,weekly
2287,user283@gmail.com,250g_500g,worm_compost,weekly
2288,user284@gmail.com,500g_1kg,community,weekly
2289,user285@gmail.com,250g_500g,mixed,monthly
2290,user286@gmail.com,500g_1kg,worm_compost,weekly
2291,user287@gmail.com,more_1kg,home_compost,daily
2292,user288@gmail.com,less_250g,collector,monthly
2293,user289@gmail.com,250g_500g,biomethanation,weekly
2294,user290@gmail.com,250g_500g,biomethanation,no
2295,user291@gmail.com,500g_1kg,worm_compost,no
2296,user292@gmail.com,500g_1kg,mixed,monthly
2297,user293@gmail.com,500g_1kg,collector,no
2298,user294@gmail.com,less_250g,worm_compost,monthly
2299,user295@gmail.com,more_1kg,mixed,no
2300,user296@gmail.com,250g_500g,biomethanation,no
2301,user297@gmail.com,500g_1kg,home_compost,weekly
2302,user298@gmail.com,250g_500g,collector,weekly
2303,user299@gmail.com,250g_500g,biomethanation,monthly
2304,user300@gmail.com,500g_1kg,home_compost,no
2305,user301@gmail.com,500g_1kg,mixed,monthly
2306,user302@gmail.com,250g_500g,home_compost,weekly
2307,user303@gmail.com,500g_1kg,home_compost,weekly
2308,user304@gmail.com,250g_500g,worm_compost,monthly
2309,user305@gmail.com,500g_1kg,community,weekly
2310,user306@gmail.com,250g_500g,home_compost,weekly
2311,user307@gmail.com,more_1kg,collector,weekly
2312,user308@gmail.com,250g_500g,biomethanation,no
2313,user309@gmail.com,250g_500g,worm_compost,no
2314,user310@gmail.com,250g_500g,worm_compost,weekly
2315,user311@gmail.com,500g_1kg,biomethanation,weekly
2316,user312@gmail.com,250g_500g,mixed,daily
2317,user313@gmail.com,500g_1kg,mixed,weekly
2318,user314@gmail.com,500g_1kg,biomethanation,weekly
2319,user315@gmail.com,more_1kg,community,monthly
2320,user316@gmail.com,250g_500g,collector,no
2321,user317@gmail.com,500g_1kg,collector,monthly
2322,user318@gmail.com,250g_500g,collector,monthly
2323,user319@gmail.com,500g_1kg,community,no
2324,user320@gmail.com,250g_500g,home_compost,weekly
2325,user321@gmail.com,250g_500g,worm_compost,weekly
2326,user322@gmail.com,500g_1kg,community,monthly
2327,user323@gmail.com,500g_1kg,mixed,weekly
2328,user324@gmail.com,250g_500g,biomethanation,monthly
2329,user325@gmail.com,500g_1kg,mixed,weekly
2330,user326@gmail.com,500g_1kg,home_compost,monthly
2331,user327@gmail.com,250g_500g,community,daily
2332,user328@gmail.com,250g_500g,worm_compost,no
2333,user329@gmail.com,250g_500g,collector,no
2334,user330@gmail.com,250g_500g,collector,daily
2335,user331@gmail.com,500g_1kg,home_compost,daily
2336,user332@gmail.com,250g_500g,home_compost,weekly
2337,user333@gmail.com,500g_1kg,collector,no
2338,user334@gmail.com,more_1kg,home_compost,weekly
2339,user335@gmail.com,500g_1kg,collector,weekly
2340,user336@gmail.com,250g_500g,biomethanation,weekly
2341,user337@gmail.com,250g_500g,mixed,daily
2342,user338@gmail.com,250g_500g,biomethanation,monthly
2343,user339@gmail.com,250g_500g,home_compost,monthly
2344,user340@gmail.com,500g_1kg,mixed,monthly
2345,user341@gmail.com,250g_500g,collector,monthly
2346,user342@gmail.com,250g_500g,worm_compost,daily
2347,user343@gmail.com,500g_1kg,collector,daily
2348,user344@gmail.com,250g_500g,biomethanation,daily
2349,user345@gmail.com,500g_1kg,mixed,weekly
2350,user346@gmail.com,less_250g,worm_compost,monthly
2351,user347@gmail.com,less_250g,mixed,no
2352,user348@gmail.com,more_1kg,mixed,no
2353,user349@gmail.com,500g_1kg,community,no
2354,user350@gmail.com,less_250g,home_compost,weekly
2355,user351@gmail.com,more_1kg,community,daily
2356,user352@gmail.com,500g_1kg,biomethanation,weekly
2357,user353@gmail.com,250g_500g,community,monthly
2358,user354@gmail.com,250g_500g,mixed,no
2359,user355@gmail.com,500g_1kg,worm_compost,no
2360,user356@gmail.com,250g_500g,collector,daily
2361,user357@gmail.com,250g_500g,home_compost,weekly
2362,user358@gmail.com,more_1kg,collector,weekly
2363,user359@gmail.com,less_250g,biomethanation,monthly
2364,user360@gmail.com,500g_1kg,mixed,monthly
2365,user361@gmail.com,250g_500g,mixed,monthly
2366,user362@gmail.com,250g_500g,community,daily
2367,user363@gmail.com,250g_500g,home_compost,no
2368,user364@gmail.com,250g_500g,worm_compost,monthly
2369,user365@gmail.com,500g_1kg,collector,monthly
2370,user366@gmail.com,250g_500g,collector,daily
2371,user367@gmail.com,less_250g,worm_compost,weekly
2372,user368@gmail.com,500g_1kg,worm_compost,daily
2373,user369@gmail.com,500g_1kg,worm_compost,daily
2374,user370@gmail.com,500g_1kg,worm_compost,daily
2375,user371@gmail.com,500g_1kg,mixed,daily
2376,user372@gmail.com,250g_500g,home_compost,no
2377,user373@gmail.com,500g_1kg,home_compost,weekly
2378,user374@gmail.com,250g_500g,home_compost,weekly
2379,user375@gmail.com,less_250g,community,daily
2380,user376@gmail.com,500g_1kg,mixed,monthly
2381,user377@gmail.com,500g_1kg,home_compost,daily
2382,user378@gmail.com,250g_500g,home_compost,weekly
2383,user379@gmail.com,more_1kg,mixed,daily
2384,user380@gmail.com,less_250g,biomethanation,no
2385,user381@gmail.com,250g_500g,biomethanation,monthly
2386,user382@gmail.com,less_250g,mixed,daily
2387,user383@gmail.com,less_250g,collector,daily
2388,user384@gmail.com,more_1kg,community,no
2389,user385@gmail.com,500g_1kg,collector,no
2390,user386@gmail.com,500g_1kg,community,weekly
2391,user387@gmail.com,500g_1kg,home_compost,weekly
2392,user388@gmail.com,500g_1kg,worm_compost,daily
2393,user389@gmail.com,250g_500g,home_compost,daily
2394,user390@gmail.com,500g_1kg,community,daily
2395,user391@gmail.com,250g_500g,collector,daily
2396,user392@gmail.com,250g_500g,collector,daily
2397,user393@gmail.com,500g_1kg,worm_compost,no
2398,user394@gmail.com,500g_1kg,worm_compost,no
2399,user395@gmail.com,more_1kg,biomethanation,daily
2400,user396@gmail.com,more_1kg,mixed,no
2401,user397@gmail.com,500g_1kg,worm_compost,monthly
2402,user398@gmail.com,250g_500g,worm_compost,daily
2403,user399@gmail.com,500g_1kg,community,monthly
2404,user400@gmail.com,500g_1kg,home_compost,daily
2405,user401@gmail.com,more_1kg,worm_compost,no
2406,user402@gmail.com,500g_1kg,biomethanation,monthly
2407,user403@gmail.com,250g_500g,worm_compost,no
2408,user404@gmail.com,more_1kg,home_compost,monthly
2409,user405@gmail.com,500g_1kg,home_compost,daily
2410,user406@gmail.com,500g_1kg,community,daily
2411,user407@gmail.com,more_1kg,community,daily
2412,user408@gmail.com,250g_500g,mixed,monthly
2413,user409@gmail.com,250g_500g,biomethanation,daily
2414,user410@gmail.com,more_1kg,collector,no
2415,user411@gmail.com,more_1kg,collector,monthly
2416,user412@gmail.com,500g_1kg,community,daily
2417,user413@gmail.com,500g_1kg,mixed,no
2418,user414@gmail.com,500g_1kg,mixed,weekly
2419,user415@gmail.com,500g_1kg,worm_compost,no
2420,user416@gmail.com,500g_1kg,biomethanation,monthly
2421,user417@gmail.com,more_1kg,home_compost,daily
2422,user418@gmail.com,250g_500g,home_compost,no
2423,user419@gmail.com,more_1kg,community,daily
2424,user420@gmail.com,less_250g,collector,weekly
2425,user421@gmail.com,500g_1kg,collector,weekly
2426,user422@gmail.com,500g_1kg,home_compost,no
2427,user423@gmail.com,250g_500g,biomethanation,monthly
2428,user424@gmail.com,250g_500g,worm_compost,weekly
2429,user425@gmail.com,250g_500g,mixed,monthly
2430,user426@gmail.com,250g_500g,worm_compost,daily
2431,user427@gmail.com,500g_1kg,mixed,no
2432,user428@gmail.com,250g_500g,home_compost,weekly
2433,user429@gmail.com,250g_500g,mixed,monthly
2434,user430@gmail.com,250g_500g,home_compost,daily
2435,user431@gmail.com,250g_500g,biomethanation,monthly
2436,user432@gmail.com,250g_500g,home_compost,monthly
2437,user433@gmail.com,less_250g,home_compost,monthly
2438,user434@gmail.com,500g_1kg,collector,no
2439,user435@gmail.com,250g_500g,worm_compost,daily
2440,user436@gmail.com,250g_500g,mixed,daily
2441,user437@gmail.com,250g_500g,collector,no
2442,user438@gmail.com,250g_500g,home_compost,daily
2443,user439@gmail.com,500g_1kg,home_compost,daily
2444,user440@gmail.com,250g_500g,worm_compost,monthly
2445,user441@gmail.com,500g_1kg,worm_compost,daily
2446,user442@gmail.com,250g_500g,biomethanation,no
2447,user443@gmail.com,more_1kg,community,monthly
2448,user444@gmail.com,more_1kg,community,no
2449,user445@gmail.com,500g_1kg,community,daily
2450,user446@gmail.com,250g_500g,mixed,daily
2451,user447@gmail.com,less_250g,community,no
2452,user448@gmail.com,more_1kg,community,monthly
2453,user449@gmail.com,500g_1kg,collector,weekly
2454,user450@gmail.com,more_1kg,mixed,daily
2455,user451@gmail.com,500g_1kg,mixed,daily
2456,user452@gmail.com,250g_500g,community,daily
2457,user453@gmail.com,less_250g,worm_compost,monthly
2458,user454@gmail.com,250g_500g,biomethanation,monthly
2459,user455@gmail.com,500g_1kg,home_compost,no
2460,user456@gmail.com,500g_1kg,community,weekly
2461,user457@gmail.com,500g_1kg,collector,daily
2462,user458@gmail.com,less_250g,mixed,monthly
2463,user459@gmail.com,500g_1kg,community,daily
2464,user460@gmail.com,less_250g,home_compost,no
2465,user461@gmail.com,250g_500g,mixed,weekly
2466,user462@gmail.com,more_1kg,community,monthly
2467,user463@gmail.com,250g_500g,community,weekly
2468,user464@gmail.com,500g_1kg,mixed,no
2469,user465@gmail.com,500g_1kg,mixed,monthly
2470,user466@gmail.com,more_1kg,community,no
2471,user467@gmail.com,less_250g,mixed,no
2472,user468@gmail.com,more_1kg,biomethanation,weekly
2473,user469@gmail.com,500g_1kg,community,monthly
2474,user470@gmail.com,250g_500g,worm_compost,daily
2475,user471@gmail.com,250g_500g,home_compost,monthly
2476,user472@gmail.com,250g_500g,worm_compost,no
2477,user473@gmail.com,500g_1kg,community,daily
2478,user474@gmail.com,500g_1kg,collector,weekly
2479,user475@gmail.com,250g_500g,community,monthly
2480,user476@gmail.com,250g_500g,collector,daily
2481,user477@gmail.com,500g_1kg,community,no
2482,user478@gmail.com,250g_500g,community,daily
2483,user479@gmail.com,more_1kg,mixed,weekly
2484,user480@gmail.com,less_250g,home_compost,daily
2485,user481@gmail.com,250g_500g,community,no
2486,user482@gmail.com,less_250g,worm_compost,no
2487,user483@gmail.com,500g_1kg,home_compost,weekly
2488,user484@gmail.com,500g_1kg,biomethanation,monthly
2489,user485@gmail.com,500g_1kg,community,no
2490,user486@gmail.com,250g_500g,biomethanation,monthly
2491,user487@gmail.com,500g_1kg,home_compost,no
2492,user488@gmail.com,250g_500g,mixed,weekly
2493,user489@gmail.com,500g_1kg,mixed,daily
2494,user490@gmail.com,250g_500g,biomethanation,monthly
2495,user491@gmail.com,more_1kg,biomethanation,no
2496,user492@gmail.com,250g_500g,community,no
2497,user493@gmail.com,250g_500g,biomethanation,no
2498,user494@gmail.com,more_1kg,worm_compost,weekly
2499,user495@gmail.com,250g_500g,home_compost,monthly
2500,user496@gmail.com,250g_500g,mixed,no
2501,user497@gmail.com,500g_1kg,worm_compost,weekly
2502,user498@gmail.com,more_1kg,home_compost,weekly
2503,user499@gmail.com,250g_500g,community,monthly
2504,user500@gmail.com,more_1kg,biomethanation,weekly
2505,user1@gmail.com,500g_1kg,home_compost,monthly
2506,user2@gmail.com,250g_500g,community,daily
2507,user3@gmail.com,250g_500g,home_compost,no
2508,user4@gmail.com,500g_1kg,community,daily
2509,user5@gmail.com,500g_1kg,mixed,monthly
2510,user6@gmail.com,250g_500g,biomethanation,daily
2511,user7@gmail.com,500g_1kg,collector,weekly
2512,user8@gmail.com,500g_1kg,collector,no
2513,user9@gmail.com,500g_1kg,home_compost,weekly
2514,user10@gmail.com,500g_1kg,collector,weekly
2515,user11@gmail.com,more_1kg,home_compost,daily
2516,user12@gmail.com,250g_500g,mixed,no
2517,user13@gmail.com,500g_1kg,collector,monthly
2518,user14@gmail.com,more_1kg,biomethanation,no
2519,user15@gmail.com,500g_1kg,biomethanation,no
2520,user16@gmail.com,less_250g,community,no
2521,user17@gmail.com,250g_500g,mixed,no
2522,user18@gmail.com,250g_500g,biomethanation,daily
2523,user19@gmail.com,more_1kg,mixed,daily
2524,user20@gmail.com,more_1kg,community,weekly
2525,user21@gmail.com,500g_1kg,collector,no
2526,user22@gmail.com,more_1kg,collector,monthly
2527,user23@gmail.com,less_250g,community,no
2528,user24@gmail.com,250g_500g,community,monthly
2529,user25@gmail.com,more_1kg,home_compost,weekly
2530,user26@gmail.com,500g_1kg,home_compost,weekly
2531,user27@gmail.com,250g_500g,community,weekly
2532,user28@gmail.com,250g_500g,home_compost,weekly
2533,user29@gmail.com,500g_1kg,community,no
2534,user30@gmail.com,250g_500g,community,daily
2535,user31@gmail.com,500g_1kg,mixed,no
2536,user32@gmail.com,250g_500g,worm_compost,weekly
2537,user33@gmail.com,250g_500g,mixed,no
2538,user34@gmail.com,250g_500g,home_compost,daily
2539,user35@gmail.com,250g_500g,community,no
2540,user36@gmail.com,500g_1kg,biomethanation,daily
2541,user37@gmail.com,500g_1kg,worm_compost,no
2542,user38@gmail.com,500g_1kg,biomethanation,monthly
2543,user39@gmail.com,500g_1kg,community,monthly
2544,user40@gmail.com,500g_1kg,community,no
2545,user41@gmail.com,500g_1kg,collector,weekly
2546,user42@gmail.com,more_1kg,community,weekly
2547,user43@gmail.com,500g_1kg,community,no
2548,user44@gmail.com,less_250g,community,weekly
2549,user45@gmail.com,more_1kg,community,monthly
