id,user_email,old_devices,batteries,disposal_method
1423,user418@gmail.com,1,3-5,store
1424,user419@gmail.com,0,none,sell
1425,user420@gmail.com,1,none,trash
1426,user421@gmail.com,1,6+,recycle
1427,user422@gmail.com,2,1-2,trash
1428,user423@gmail.com,0,6+,store
1429,user424@gmail.com,4,3-5,sell
1430,user425@gmail.com,3,6+,store
1431,user426@gmail.com,1,3-5,store
1432,user427@gmail.com,3,1-2,store
1433,user428@gmail.com,1,3-5,recycle
1434,user429@gmail.com,3,1-2,store
1435,user430@gmail.com,3,none,trash
1436,user431@gmail.com,3,6+,trash
1437,user432@gmail.com,2,none,sell
1438,user433@gmail.com,3,6+,store
1439,user434@gmail.com,4,none,store
1440,user435@gmail.com,3,6+,recycle
1441,user436@gmail.com,1,1-2,recycle
1442,user437@gmail.com,2,1-2,trash
1443,user438@gmail.com,0,none,store
1444,user439@gmail.com,4,1-2,sell
1445,user440@gmail.com,4,3-5,recycle
1446,user441@gmail.com,2,1-2,trash
1447,user442@gmail.com,3,3-5,recycle
1448,user443@gmail.com,4,3-5,trash
1449,user444@gmail.com,1,none,sell
1450,user445@gmail.com,3,6+,trash
1451,user446@gmail.com,2,none,store
1452,user447@gmail.com,1,3-5,recycle
1453,user448@gmail.com,2,1-2,sell
1454,user449@gmail.com,1,3-5,recycle
1455,user450@gmail.com,4,1-2,trash
1456,user451@gmail.com,4,3-5,sell
1457,user452@gmail.com,2,6+,recycle
1458,user453@gmail.com,2,1-2,sell
1459,user454@gmail.com,0,1-2,sell
1460,user455@gmail.com,0,none,recycle
1461,user456@gmail.com,1,none,trash
1462,user457@gmail.com,0,3-5,trash
1463,user458@gmail.com,2,3-5,trash
1464,user459@gmail.com,0,3-5,store
1465,user460@gmail.com,3,3-5,trash
1466,user461@gmail.com,2,6+,store
1467,user462@gmail.com,3,1-2,recycle
1468,user463@gmail.com,2,3-5,recycle
1469,user464@gmail.com,4,1-2,trash
1470,user465@gmail.com,1,3-5,recycle
1471,user466@gmail.com,2,none,trash
1472,user467@gmail.com,4,none,sell
1473,user468@gmail.com,2,6+,sell
1474,user469@gmail.com,3,none,recycle
1475,user470@gmail.com,1,6+,store
1476,user471@gmail.com,1,none,sell
1477,user472@gmail.com,2,none,recycle
1478,user473@gmail.com,0,3-5,sell
1479,user474@gmail.com,0,3-5,recycle
1480,user475@gmail.com,4,3-5,trash
1481,user476@gmail.com,4,3-5,recycle
1482,user477@gmail.com,1,none,sell
1483,user478@gmail.com,4,none,sell
1484,user479@gmail.com,4,6+,store
1485,user480@gmail.com,1,3-5,trash
1486,user481@gmail.com,0,none,sell
1487,user482@gmail.com,3,3-5,sell
1488,user483@gmail.com,3,3-5,store
1489,user484@gmail.com,0,6+,sell
1490,user485@gmail.com,3,1-2,store
1491,user486@gmail.com,3,1-2,recycle
1492,user487@gmail.com,4,3-5,recycle
1493,user488@gmail.com,4,none,trash
1494,user489@gmail.com,1,1-2,sell
1495,user490@gmail.com,2,none,recycle
1496,user491@gmail.com,1,1-2,recycle
1497,user492@gmail.com,0,6+,trash
1498,user493@gmail.com,0,6+,sell
1499,user494@gmail.com,4,6+,recycle
1500,user495@gmail.com,2,6+,recycle
1501,user496@gmail.com,2,1-2,sell
1502,user497@gmail.com,4,3-5,sell
1503,user498@gmail.com,2,6+,recycle
1504,user499@gmail.com,4,6+,recycle
1505,user500@gmail.com,4,none,trash
1506,user1@gmail.com,4,1-2,recycle
1507,user2@gmail.com,0,6+,store
1508,user3@gmail.com,0,none,sell
1509,user4@gmail.com,4,none,sell
1510,user5@gmail.com,1,3-5,trash
1511,user6@gmail.com,0,3-5,sell
1512,user7@gmail.com,4,6+,recycle
1513,user8@gmail.com,2,3-5,sell
1514,user9@gmail.com,2,3-5,sell
1515,user10@gmail.com,3,3-5,trash
1516,user11@gmail.com,3,1-2,sell
1517,user12@gmail.com,4,1-2,trash
1518,user13@gmail.com,2,6+,store
1519,user14@gmail.com,4,none,store
1520,user15@gmail.com,0,3-5,store
1521,user16@gmail.com,3,6+,recycle
1522,user17@gmail.com,1,6+,recycle
1523,user18@gmail.com,4,1-2,trash
1524,user19@gmail.com,2,1-2,store
1525,user20@gmail.com,0,6+,trash
1526,user21@gmail.com,0,6+,trash
1527,user22@gmail.com,0,none,trash
1528,user23@gmail.com,4,3-5,sell
1529,user24@gmail.com,1,6+,recycle
1530,user25@gmail.com,1,none,trash
1531,user26@gmail.com,2,6+,recycle
1532,user27@gmail.com,4,6+,sell
1533,user28@gmail.com,4,6+,sell
1534,user29@gmail.com,2,3-5,store
1535,user30@gmail.com,0,6+,store
1536,user31@gmail.com,3,1-2,trash
1537,user32@gmail.com,1,3-5,recycle
1538,user33@gmail.com,0,none,sell
1539,user34@gmail.com,4,none,store
1540,user35@gmail.com,4,3-5,sell
1541,user36@gmail.com,3,6+,sell
1542,user37@gmail.com,2,1-2,sell
1543,user38@gmail.com,1,1-2,store
1544,user39@gmail.com,4,1-2,sell
1545,user40@gmail.com,1,6+,sell
1546,user41@gmail.com,3,6+,trash
1547,user42@gmail.com,0,1-2,store
1548,user43@gmail.com,1,1-2,sell
1549,user44@gmail.com,3,none,recycle
1550,user45@gmail.com,3,3-5,recycle
1551,user46@gmail.com,4,1-2,store
1552,user47@gmail.com,4,6+,store
1553,user48@gmail.com,3,1-2,trash
1554,user49@gmail.com,1,6+,trash
1555,user50@gmail.com,3,1-2,sell
1556,user51@gmail.com,3,none,recycle
1557,user52@gmail.com,3,none,sell
1558,user53@gmail.com,0,3-5,recycle
1559,user54@gmail.com,1,3-5,sell
1560,user55@gmail.com,1,3-5,sell
1561,user56@gmail.com,2,6+,sell
1562,user57@gmail.com,2,1-2,sell
1563,user58@gmail.com,2,1-2,trash
1564,user59@gmail.com,1,6+,recycle
1565,user60@gmail.com,4,1-2,trash
1566,user61@gmail.com,3,3-5,recycle
1567,user62@gmail.com,4,6+,store
1568,user63@gmail.com,1,6+,recycle
1569,user64@gmail.com,0,1-2,recycle
1570,user65@gmail.com,2,1-2,sell
1571,user66@gmail.com,2,none,recycle
1572,user67@gmail.com,4,1-2,recycle
1573,user68@gmail.com,1,1-2,sell
1574,user69@gmail.com,4,none,store
1575,user70@gmail.com,3,1-2,sell
1576,user71@gmail.com,3,6+,recycle
1577,user72@gmail.com,3,3-5,store
1578,user73@gmail.com,0,3-5,store
1579,user74@gmail.com,4,1-2,store
1580,user75@gmail.com,3,3-5,trash
1581,user76@gmail.com,3,3-5,store
1582,user77@gmail.com,1,6+,trash
1583,user78@gmail.com,4,6+,sell
1584,user79@gmail.com,3,1-2,recycle
1585,user80@gmail.com,4,3-5,sell
1586,user81@gmail.com,3,6+,recycle
1587,user82@gmail.com,4,1-2,recycle
1588,user83@gmail.com,1,6+,recycle
1589,user84@gmail.com,1,3-5,store
1590,user85@gmail.com,3,1-2,recycle
1591,user86@gmail.com,4,1-2,store
1592,user87@gmail.com,3,6+,store
1593,user88@gmail.com,1,3-5,trash
1594,user89@gmail.com,1,6+,store
1595,user90@gmail.com,1,none,store
1596,user91@gmail.com,2,3-5,store
1597,user92@gmail.com,4,none,trash
1598,user93@gmail.com,4,3-5,recycle
1599,user94@gmail.com,4,1-2,trash
1600,user95@gmail.com,4,1-2,store
1601,user96@gmail.com,2,3-5,recycle
1602,user97@gmail.com,1,6+,sell
1603,user98@gmail.com,1,1-2,store
1604,user99@gmail.com,1,6+,trash
1605,user100@gmail.com,1,1-2,store
1606,user101@gmail.com,3,none,recycle
1607,user102@gmail.com,2,1-2,store
1608,user103@gmail.com,3,1-2,sell
1609,user104@gmail.com,4,6+,recycle
1610,user105@gmail.com,3,1-2,trash
1611,user106@gmail.com,2,none,store
1612,user107@gmail.com,1,3-5,store
1613,user108@gmail.com,2,1-2,trash
1614,user109@gmail.com,4,3-5,store
1615,user110@gmail.com,1,3-5,recycle
1616,user111@gmail.com,3,1-2,store
1617,user112@gmail.com,0,1-2,recycle
1618,user113@gmail.com,0,3-5,trash
1619,user114@gmail.com,2,none,recycle
1620,user115@gmail.com,3,3-5,recycle
1621,user116@gmail.com,0,1-2,trash
1622,user117@gmail.com,4,1-2,trash
1623,user118@gmail.com,3,1-2,sell
1624,user119@gmail.com,2,1-2,sell
1625,user120@gmail.com,3,3-5,recycle
1626,user121@gmail.com,3,1-2,trash
1627,user122@gmail.com,4,6+,recycle
1628,user123@gmail.com,1,3-5,sell
1629,user124@gmail.com,2,6+,store
1630,user125@gmail.com,1,6+,recycle
1631,user126@gmail.com,2,1-2,recycle
1632,user127@gmail.com,2,none,trash
1633,user128@gmail.com,3,3-5,store
1634,user129@gmail.com,4,none,sell
1635,user130@gmail.com,1,none,store
1636,user131@gmail.com,4,1-2,recycle
1637,user132@gmail.com,2,3-5,store
1638,user133@gmail.com,3,1-2,recycle
1639,user134@gmail.com,2,1-2,store
1640,user135@gmail.com,1,6+,sell
1641,user136@gmail.com,4,1-2,store
1642,user137@gmail.com,1,1-2,trash
1643,user138@gmail.com,4,1-2,trash
1644,user139@gmail.com,2,3-5,trash
1645,user140@gmail.com,4,3-5,store
1646,user141@gmail.com,1,none,sell
1647,user142@gmail.com,3,6+,trash
1648,user143@gmail.com,3,1-2,store
1649,user144@gmail.com,0,none,recycle
1650,user145@gmail.com,1,none,recycle
1651,user146@gmail.com,2,3-5,sell
1652,user147@gmail.com,1,6+,sell
1653,user148@gmail.com,0,none,sell
1654,user149@gmail.com,4,none,trash
1655,user150@gmail.com,0,none,trash
1656,user151@gmail.com,3,none,store
1657,user152@gmail.com,4,1-2,store
1658,user153@gmail.com,2,none,trash
1659,user154@gmail.com,4,1-2,sell
1660,user155@gmail.com,4,6+,trash
1661,user156@gmail.com,4,6+,recycle
1662,user157@gmail.com,3,none,store
1663,user158@gmail.com,0,6+,store
1664,user159@gmail.com,0,3-5,trash
1665,user160@gmail.com,2,none,store
1666,user161@gmail.com,3,1-2,sell
1667,user162@gmail.com,4,none,recycle
1668,user163@gmail.com,2,6+,trash
1669,user164@gmail.com,3,6+,recycle
1670,user165@gmail.com,2,6+,sell
1671,user166@gmail.com,4,1-2,trash
1672,user167@gmail.com,3,6+,sell
1673,user168@gmail.com,4,none,store
1674,user169@gmail.com,2,1-2,recycle
1675,user170@gmail.com,2,1-2,trash
1676,user171@gmail.com,4,6+,store
1677,user172@gmail.com,3,1-2,trash
1678,user173@gmail.com,4,1-2,trash
1679,user174@gmail.com,3,6+,trash
1680,user175@gmail.com,1,none,recycle
1681,user176@gmail.com,0,1-2,recycle
1682,user177@gmail.com,4,3-5,sell
1683,user178@gmail.com,4,3-5,trash
1684,user179@gmail.com,1,1-2,sell
1685,user180@gmail.com,4,1-2,store
1686,user181@gmail.com,3,3-5,trash
1687,user182@gmail.com,1,none,recycle
1688,user183@gmail.com,1,3-5,sell
1689,user184@gmail.com,2,1-2,trash
1690,user185@gmail.com,3,3-5,sell
1691,user186@gmail.com,2,1-2,sell
1692,user187@gmail.com,3,1-2,recycle
1693,user188@gmail.com,0,3-5,store
1694,user189@gmail.com,1,3-5,recycle
1695,user190@gmail.com,0,1-2,sell
1696,user191@gmail.com,2,1-2,store
1697,user192@gmail.com,1,6+,recycle
1698,user193@gmail.com,1,3-5,sell
1699,user194@gmail.com,1,1-2,sell
1700,user195@gmail.com,0,1-2,trash
1701,user196@gmail.com,1,3-5,sell
1702,user197@gmail.com,1,1-2,trash
1703,user198@gmail.com,0,6+,trash
1704,user199@gmail.com,4,none,trash
1705,user200@gmail.com,0,none,recycle
1706,user201@gmail.com,2,none,sell
1707,user202@gmail.com,1,1-2,store
1708,user203@gmail.com,0,3-5,store
1709,user204@gmail.com,4,6+,sell
1710,user205@gmail.com,0,3-5,sell
1711,user206@gmail.com,3,none,sell
1712,user207@gmail.com,2,6+,store
1713,user208@gmail.com,3,6+,recycle
1714,user209@gmail.com,3,6+,trash
1715,user210@gmail.com,4,none,sell
1716,user211@gmail.com,1,none,recycle
1717,user212@gmail.com,0,3-5,trash
1718,user213@gmail.com,0,1-2,sell
1719,user214@gmail.com,3,none,sell
1720,user215@gmail.com,1,none,recycle
1721,user216@gmail.com,2,6+,recycle
1722,user217@gmail.com,2,3-5,sell
1723,user218@gmail.com,2,3-5,sell
1724,user219@gmail.com,4,none,trash
1725,user220@gmail.com,0,1-2,recycle
1726,user221@gmail.com,4,none,recycle
1727,user222@gmail.com,3,3-5,recycle
1728,user223@gmail.com,1,1-2,sell
1729,user224@gmail.com,4,6+,trash
1730,user225@gmail.com,1,1-2,trash
1731,user226@gmail.com,2,1-2,trash
1732,user227@gmail.com,4,1-2,recycle
1733,user228@gmail.com,2,none,sell
1734,user229@gmail.com,0,1-2,trash
1735,user230@gmail.com,2,6+,recycle
1736,user231@gmail.com,1,1-2,sell
1737,user232@gmail.com,4,none,recycle
1738,user233@gmail.com,2,3-5,recycle
1739,user234@gmail.com,2,6+,sell
1740,user235@gmail.com,0,none,sell
1741,user236@gmail.com,3,3-5,store
1742,user237@gmail.com,4,1-2,recycle
1743,user238@gmail.com,2,none,store
1744,user239@gmail.com,0,none,store
1745,user240@gmail.com,4,none,trash
1746,user241@gmail.com,3,1-2,store
1747,user242@gmail.com,1,1-2,trash
1748,user243@gmail.com,0,none,sell
1749,user244@gmail.com,2,1-2,sell
1750,user245@gmail.com,0,3-5,trash
1751,user246@gmail.com,3,6+,trash
1752,user247@gmail.com,2,3-5,store
1753,user248@gmail.com,2,1-2,store
1754,user249@gmail.com,4,none,store
1755,user250@gmail.com,3,1-2,trash
1756,user251@gmail.com,4,3-5,store
1757,user252@gmail.com,1,6+,store
1758,user253@gmail.com,4,3-5,recycle
1759,user254@gmail.com,3,6+,trash
1760,user255@gmail.com,0,3-5,store
1761,user256@gmail.com,1,1-2,sell
1762,user257@gmail.com,1,1-2,store
1763,user258@gmail.com,0,1-2,sell
1764,user259@gmail.com,4,1-2,store
1765,user260@gmail.com,2,6+,sell
1766,user261@gmail.com,4,none,store
1767,user262@gmail.com,0,1-2,recycle
1768,user263@gmail.com,4,none,store
1769,user264@gmail.com,3,none,recycle
1770,user265@gmail.com,1,1-2,store
1771,user266@gmail.com,1,1-2,store
1772,user267@gmail.com,0,3-5,store
1773,user268@gmail.com,3,6+,recycle
1774,user269@gmail.com,3,6+,sell
1775,user270@gmail.com,1,1-2,recycle
1776,user271@gmail.com,4,1-2,store
1777,user272@gmail.com,1,6+,trash
1778,user273@gmail.com,1,none,store
1779,user274@gmail.com,4,1-2,trash
1780,user275@gmail.com,4,none,recycle
1781,user276@gmail.com,4,3-5,store
1782,user277@gmail.com,1,6+,store
1783,user278@gmail.com,3,1-2,store
1784,user279@gmail.com,4,3-5,recycle
1785,user280@gmail.com,3,none,trash
1786,user281@gmail.com,2,1-2,sell
1787,user282@gmail.com,0,1-2,sell
1788,user283@gmail.com,1,6+,store
1789,user284@gmail.com,0,none,trash
1790,user285@gmail.com,4,6+,recycle
1791,user286@gmail.com,2,1-2,store
1792,user287@gmail.com,1,6+,store
1793,user288@gmail.com,4,6+,sell
1794,user289@gmail.com,3,3-5,trash
1795,user290@gmail.com,3,3-5,store
1796,user291@gmail.com,1,none,recycle
1797,user292@gmail.com,4,3-5,recycle
1798,user293@gmail.com,1,1-2,trash
1799,user294@gmail.com,0,6+,trash
1800,user295@gmail.com,2,1-2,recycle
1801,user296@gmail.com,0,3-5,store
1802,user297@gmail.com,4,3-5,recycle
1803,user298@gmail.com,2,1-2,trash
1804,user299@gmail.com,2,6+,trash
1805,user300@gmail.com,1,3-5,store
1806,user301@gmail.com,3,6+,sell
1807,user302@gmail.com,4,1-2,recycle
1808,user303@gmail.com,0,6+,recycle
1809,user304@gmail.com,0,none,store
1810,user305@gmail.com,1,1-2,sell
1811,user306@gmail.com,3,1-2,recycle
1812,user307@gmail.com,3,3-5,store
1813,user308@gmail.com,3,3-5,sell
1814,user309@gmail.com,0,none,recycle
1815,user310@gmail.com,2,none,store
1816,user311@gmail.com,1,3-5,recycle
1817,user312@gmail.com,4,6+,recycle
1818,user313@gmail.com,2,1-2,recycle
1819,user314@gmail.com,3,none,recycle
1820,user315@gmail.com,4,6+,store
1821,user316@gmail.com,4,1-2,recycle
1822,user317@gmail.com,1,none,sell
1823,user318@gmail.com,3,none,trash
1824,user319@gmail.com,1,6+,recycle
1825,user320@gmail.com,4,6+,trash
1826,user321@gmail.com,1,1-2,sell
1827,user322@gmail.com,1,1-2,store
1828,user323@gmail.com,2,none,trash
1829,user324@gmail.com,2,none,recycle
1830,user325@gmail.com,1,1-2,recycle
1831,user326@gmail.com,4,1-2,recycle
1832,user327@gmail.com,4,6+,trash
1833,user328@gmail.com,2,1-2,store
1834,user329@gmail.com,2,1-2,store
1835,user330@gmail.com,2,6+,trash
1836,user331@gmail.com,1,3-5,store
1837,user332@gmail.com,2,3-5,trash
1838,user333@gmail.com,3,none,recycle
1839,user334@gmail.com,0,1-2,store
1840,user335@gmail.com,2,3-5,store
1841,user336@gmail.com,1,none,trash
1842,user337@gmail.com,4,none,sell
1843,user338@gmail.com,4,none,store
1844,user339@gmail.com,3,3-5,trash
1845,user340@gmail.com,1,6+,trash
1846,user341@gmail.com,0,3-5,store
1847,user342@gmail.com,2,none,store
1848,user343@gmail.com,4,3-5,trash
1849,user344@gmail.com,4,6+,store
1850,user345@gmail.com,2,1-2,recycle
1851,user346@gmail.com,3,3-5,store
1852,user347@gmail.com,4,6+,store
1853,user348@gmail.com,0,1-2,recycle
1854,user349@gmail.com,2,none,sell
1855,user350@gmail.com,2,6+,store
1856,user351@gmail.com,1,1-2,sell
1857,user352@gmail.com,4,6+,trash
1858,user353@gmail.com,1,6+,recycle
1859,user354@gmail.com,3,3-5,store
1860,user355@gmail.com,2,none,store
1861,user356@gmail.com,1,6+,trash
1862,user357@gmail.com,4,6+,store
1863,user358@gmail.com,2,6+,trash
1864,user359@gmail.com,3,6+,store
1865,user360@gmail.com,2,3-5,store
1866,user361@gmail.com,1,3-5,trash
1867,user362@gmail.com,2,6+,trash
1868,user363@gmail.com,4,1-2,store
1869,user364@gmail.com,4,6+,recycle
1870,user365@gmail.com,0,3-5,sell
1871,user366@gmail.com,2,3-5,store
1872,user367@gmail.com,0,none,sell
1873,user368@gmail.com,1,3-5,trash
1874,user369@gmail.com,2,none,store
1875,user370@gmail.com,3,3-5,sell
1876,user371@gmail.com,4,3-5,sell
1877,user372@gmail.com,4,3-5,recycle
1878,user373@gmail.com,2,6+,store
1879,user374@gmail.com,1,3-5,store
1880,user375@gmail.com,1,none,recycle
1881,user376@gmail.com,4,1-2,trash
1882,user377@gmail.com,4,6+,recycle
1883,user378@gmail.com,4,3-5,sell
1884,user379@gmail.com,2,3-5,recycle
1885,user380@gmail.com,3,6+,store
1886,user381@gmail.com,1,6+,sell
1887,user382@gmail.com,2,none,recycle
1888,user383@gmail.com,4,none,sell
1889,user384@gmail.com,0,6+,recycle
1890,user385@gmail.com,1,none,recycle
1891,user386@gmail.com,2,3-5,trash
1892,user387@gmail.com,3,none,trash
1893,user388@gmail.com,3,none,store
1894,user389@gmail.com,4,3-5,trash
1895,user390@gmail.com,4,6+,sell
1896,user391@gmail.com,2,3-5,sell
1897,user392@gmail.com,3,6+,sell
1898,user393@gmail.com,0,6+,sell
1899,user394@gmail.com,0,3-5,trash
1900,user395@gmail.com,3,3-5,sell
1901,user396@gmail.com,0,3-5,trash
1902,user397@gmail.com,4,none,store
1903,user398@gmail.com,1,1-2,recycle
1904,user399@gmail.com,3,none,sell
1905,user400@gmail.com,3,6+,recycle
1906,user401@gmail.com,1,3-5,sell
1907,user402@gmail.com,1,6+,trash
1908,user403@gmail.com,2,none,recycle
1909,user404@gmail.com,1,1-2,store
1910,user405@gmail.com,2,6+,store
1911,user406@gmail.com,3,3-5,trash
1912,user407@gmail.com,4,3-5,sell
1913,user408@gmail.com,4,3-5,store
1914,user409@gmail.com,1,3-5,store
1915,user410@gmail.com,0,3-5,store
1916,user411@gmail.com,4,3-5,trash
1917,user412@gmail.com,2,1-2,store
1918,user413@gmail.com,0,3-5,store
1919,user414@gmail.com,0,1-2,store
1920,user415@gmail.com,3,1-2,sell
1921,user416@gmail.com,2,3-5,sell
1922,user417@gmail.com,1,3-5,trash
1923,user418@gmail.com,3,3-5,trash
1924,user419@gmail.com,0,1-2,trash
1925,user420@gmail.com,1,1-2,trash
1926,user421@gmail.com,0,1-2,recycle
1927,user422@gmail.com,0,1-2,trash
1928,user423@gmail.com,4,1-2,sell
1929,user424@gmail.com,1,none,trash
1930,user425@gmail.com,4,1-2,recycle
1931,user426@gmail.com,3,6+,store
1932,user427@gmail.com,1,none,sell
1933,user428@gmail.com,1,1-2,trash
1934,user429@gmail.com,2,3-5,trash
1935,user430@gmail.com,1,none,store
1936,user431@gmail.com,2,3-5,store
1937,user432@gmail.com,1,6+,recycle
1938,user433@gmail.com,2,none,trash
1939,user434@gmail.com,4,6+,sell
1940,user435@gmail.com,4,3-5,trash
1941,user436@gmail.com,2,3-5,trash
1942,user437@gmail.com,1,6+,trash
1943,user438@gmail.com,1,3-5,store
1944,user439@gmail.com,0,3-5,store
1945,user440@gmail.com,2,3-5,sell
1946,user441@gmail.com,2,1-2,trash
1947,user442@gmail.com,3,1-2,sell
1948,user443@gmail.com,1,none,store
1949,user444@gmail.com,2,1-2,recycle
1950,user445@gmail.com,2,1-2,store
1951,user446@gmail.com,2,3-5,trash
1952,user447@gmail.com,2,none,recycle
1953,user448@gmail.com,4,6+,sell
1954,user449@gmail.com,0,3-5,recycle
1955,user450@gmail.com,0,1-2,sell
1956,user451@gmail.com,4,none,sell
1957,user452@gmail.com,3,1-2,store
1958,user453@gmail.com,3,none,trash
1959,user454@gmail.com,1,3-5,trash
1960,user455@gmail.com,4,6+,store
1961,user456@gmail.com,0,3-5,sell
1962,user457@gmail.com,0,3-5,trash
1963,user458@gmail.com,1,3-5,store
1964,user459@gmail.com,3,6+,store
1965,user460@gmail.com,4,1-2,store
1966,user461@gmail.com,1,none,sell
1967,user462@gmail.com,3,6+,store
1968,user463@gmail.com,1,1-2,store
1969,user464@gmail.com,0,6+,store
1970,user465@gmail.com,3,6+,sell
1971,user466@gmail.com,2,none,recycle
1972,user467@gmail.com,2,none,trash
1973,user468@gmail.com,4,3-5,store
1974,user469@gmail.com,1,1-2,trash
1975,user470@gmail.com,2,6+,store
1976,user471@gmail.com,1,none,store
1977,user472@gmail.com,2,1-2,recycle
1978,user473@gmail.com,1,1-2,sell
1979,user474@gmail.com,0,6+,trash
1980,user475@gmail.com,0,6+,trash
1981,user476@gmail.com,3,3-5,trash
1982,user477@gmail.com,4,3-5,sell
1983,user478@gmail.com,3,none,sell
1984,user479@gmail.com,0,6+,store
1985,user480@gmail.com,0,3-5,trash
1986,user481@gmail.com,2,6+,store
1987,user482@gmail.com,1,none,recycle
1988,user483@gmail.com,4,6+,recycle
1989,user484@gmail.com,1,3-5,trash
1990,user485@gmail.com,1,6+,store
1991,user486@gmail.com,1,6+,trash
1992,user487@gmail.com,1,3-5,store
1993,user488@gmail.com,0,none,store
1994,user489@gmail.com,2,none,recycle
1995,user490@gmail.com,4,1-2,recycle
1996,user491@gmail.com,4,3-5,trash
1997,user492@gmail.com,0,none,sell
1998,user493@gmail.com,2,none,trash
1999,user494@gmail.com,0,3-5,sell
2000,user495@gmail.com,4,3-5,trash
2001,user496@gmail.com,1,none,trash
2002,user497@gmail.com,1,3-5,store
2003,user498@gmail.com,1,1-2,sell
2004,user499@gmail.com,1,1-2,sell
2005,user500@gmail.com,2,3-5,sell
2006,user1@gmail.com,0,6+,recycle
2007,user2@gmail.com,3,6+,store
2008,user3@gmail.com,0,none,sell
2009,user4@gmail.com,1,3-5,sell
2010,user5@gmail.com,0,1-2,recycle
2011,user6@gmail.com,3,3-5,trash
2012,user7@gmail.com,4,none,recycle
2013,user8@gmail.com,3,6+,sell
2014,user9@gmail.com,4,3-5,trash
2015,user10@gmail.com,3,none,trash
2016,user11@gmail.com,1,1-2,sell
2017,user12@gmail.com,3,1-2,sell
2018,user13@gmail.com,2,6+,store
2019,user14@gmail.com,3,none,recycle
2020,user15@gmail.com,2,1-2,recycle
2021,user16@gmail.com,2,1-2,sell
2022,user17@gmail.com,3,1-2,trash
2023,user18@gmail.com,0,none,trash
2024,user19@gmail.com,2,1-2,sell
2025,user20@gmail.com,0,6+,trash
2026,user21@gmail.com,2,6+,trash
2027,user22@gmail.com,2,none,store
2028,user23@gmail.com,2,3-5,trash
2029,user24@gmail.com,2,none,store
2030,user25@gmail.com,3,none,store
2031,user26@gmail.com,4,3-5,trash
2032,user27@gmail.com,2,1-2,sell
2033,user28@gmail.com,2,6+,sell
2034,user29@gmail.com,2,1-2,trash
2035,user30@gmail.com,0,3-5,sell
2036,user31@gmail.com,3,1-2,trash
2037,user32@gmail.com,0,1-2,recycle
2038,user33@gmail.com,2,none,recycle
2039,user34@gmail.com,3,6+,recycle
2040,user35@gmail.com,2,6+,recycle
2041,user36@gmail.com,2,3-5,recycle
2042,user37@gmail.com,2,6+,recycle
2043,user38@gmail.com,1,none,trash
2044,user39@gmail.com,0,none,recycle
2045,user40@gmail.com,2,3-5,recycle
2046,user41@gmail.com,4,1-2,sell
2047,user42@gmail.com,4,1-2,recycle
2048,user43@gmail.com,3,1-2,store
2049,user44@gmail.com,0,1-2,trash
2050,user45@gmail.com,4,6+,store
2051,user46@gmail.com,4,3-5,store
2052,user47@gmail.com,0,6+,sell
2053,user48@gmail.com,4,1-2,store
2054,user49@gmail.com,0,1-2,trash
2055,user50@gmail.com,0,6+,store
2056,user51@gmail.com,1,6+,trash
2057,user52@gmail.com,3,1-2,store
2058,user53@gmail.com,4,3-5,recycle
2059,user54@gmail.com,0,3-5,trash
2060,user55@gmail.com,1,none,sell
2061,user56@gmail.com,4,3-5,sell
2062,user57@gmail.com,0,none,recycle
2063,user58@gmail.com,3,1-2,store
2064,user59@gmail.com,0,none,recycle
2065,user60@gmail.com,3,1-2,sell
2066,user61@gmail.com,0,1-2,recycle
2067,user62@gmail.com,3,3-5,recycle
2068,user63@gmail.com,3,6+,trash
2069,user64@gmail.com,0,3-5,recycle
2070,user65@gmail.com,0,none,trash
2071,user66@gmail.com,4,1-2,recycle
2072,user67@gmail.com,0,1-2,sell
2073,user68@gmail.com,0,1-2,store
2074,user69@gmail.com,3,none,recycle
2075,user70@gmail.com,2,3-5,sell
2076,user71@gmail.com,4,1-2,sell
2077,user72@gmail.com,2,3-5,sell
2078,user73@gmail.com,1,1-2,recycle
2079,user74@gmail.com,0,6+,trash
2080,user75@gmail.com,1,none,trash
2081,user76@gmail.com,4,6+,sell
2082,user77@gmail.com,0,6+,sell
2083,user78@gmail.com,2,none,sell
2084,user79@gmail.com,1,6+,sell
2085,user80@gmail.com,1,3-5,store
2086,user81@gmail.com,4,3-5,sell
2087,user82@gmail.com,4,3-5,recycle
2088,user83@gmail.com,1,none,recycle
2089,user84@gmail.com,3,3-5,store
2090,user85@gmail.com,1,none,sell
2091,user86@gmail.com,2,6+,trash
2092,user87@gmail.com,0,none,sell
2093,user88@gmail.com,1,3-5,recycle
2094,user89@gmail.com,3,none,recycle
2095,user90@gmail.com,2,6+,sell
2096,user91@gmail.com,1,3-5,trash
2097,user92@gmail.com,3,none,sell
2098,user93@gmail.com,1,none,recycle
2099,user94@gmail.com,3,6+,store
2100,user95@gmail.com,2,1-2,store
2101,user96@gmail.com,0,3-5,sell
2102,user97@gmail.com,4,3-5,trash
2103,user98@gmail.com,0,1-2,recycle
2104,user99@gmail.com,2,none,recycle
2105,user100@gmail.com,4,6+,trash
2106,user101@gmail.com,2,none,store
2107,user102@gmail.com,3,6+,trash
2108,user103@gmail.com,4,3-5,store
2109,user104@gmail.com,3,3-5,sell
2110,user105@gmail.com,2,none,sell
